1	1	1765891234.360501	9.414e+04	3.880e+03	6.003e+03	2.878e+04	2.445e+03	1.279e+05	7.481e+03	43.21	99.79	39.23

500000.0	1	1765891235.286635	9.414e+04	3.873e+03	6.003e+03	2.874e+04	2.452e+03	1.281e+05	7.487e+03	43.22	99.72	39.31

500000.0	1	1765891236.3081057	9.428e+04	3.867e+03	6.003e+03	2.872e+04	2.460e+03	1.283e+05	7.489e+03	43.23	99.95	39.23

#####################################################_CICLO_INICIADO_1_DE_5_#####################################################
#####################################################_CICLO_INICIADO_1_DE_5_#####################################################
############################################################_BOMBA_LIGADA_############################################################
############################################################_BOMBA_LIGADA_############################################################
1	500000.0	1765891242.2801697	3.505e+04	4.351e+03	4.922e+03	2.747e+04	1.330e+03	4.360e+04	6.944e+03	43.20	70.71	32.40

500000.0	500000.0	1765891243.278589	2.893e+04	1.101e+04	4.221e+03	2.610e+04	7.778e+02	1.652e+04	5.913e+03	43.23	70.59	27.89

500000.0	500000.0	1765891244.2757926	2.959e+04	1.681e+04	6.445e+03	2.539e+04	5.629e+02	1.031e+04	5.293e+03	43.27	70.48	24.40

500000.0	500000.0	1765891245.2772105	3.202e+04	2.033e+04	8.005e+03	2.503e+04	4.826e+02	8.339e+03	5.095e+03	43.29	70.71	22.03

500000.0	500000.0	1765891246.2721708	3.460e+04	2.204e+04	9.170e+03	2.479e+04	4.487e+02	7.444e+03	5.048e+03	43.30	70.67	20.10

500000.0	500000.0	1765891247.2745178	3.725e+04	2.266e+04	9.953e+03	2.467e+04	4.359e+02	7.043e+03	5.064e+03	43.29	70.40	18.70

500000.0	500000.0	1765891248.2708106	3.995e+04	2.282e+04	1.051e+04	2.466e+04	4.328e+02	6.867e+03	5.110e+03	43.30	70.28	17.72

500000.0	500000.0	1765891249.2731292	4.265e+04	2.264e+04	1.085e+04	2.459e+04	4.347e+02	6.840e+03	5.171e+03	43.32	70.83	17.25

500000.0	500000.0	1765891250.272264	4.503e+04	2.234e+04	1.101e+04	2.460e+04	4.408e+02	6.923e+03	5.235e+03	43.33	70.40	16.52

500000.0	500000.0	1765891251.271108	4.670e+04	2.206e+04	1.106e+04	2.467e+04	4.469e+02	7.024e+03	5.285e+03	43.33	70.71	16.00

500000.0	500000.0	1765891252.269006	4.846e+04	2.182e+04	1.106e+04	2.476e+04	4.530e+02	7.143e+03	5.332e+03	43.33	70.55	15.79

500000.0	500000.0	1765891253.2691715	4.983e+04	2.161e+04	1.103e+04	2.484e+04	4.592e+02	7.268e+03	5.374e+03	43.32	70.16	15.51

500000.0	500000.0	1765891254.269967	5.081e+04	2.145e+04	1.098e+04	2.496e+04	4.647e+02	7.374e+03	5.403e+03	43.33	70.28	15.43

500000.0	500000.0	1765891255.2670977	5.157e+04	2.136e+04	1.094e+04	2.497e+04	4.672e+02	7.468e+03	5.428e+03	43.33	70.63	15.21

500000.0	500000.0	1765891256.2636182	5.227e+04	2.132e+04	1.092e+04	2.507e+04	4.702e+02	7.520e+03	5.445e+03	43.33	70.71	15.26

500000.0	500000.0	1765891257.265497	5.274e+04	2.132e+04	1.092e+04	2.515e+04	4.715e+02	7.550e+03	5.459e+03	43.32	70.24	15.09

500000.0	500000.0	1765891258.2730224	5.309e+04	2.132e+04	1.094e+04	2.526e+04	4.721e+02	7.580e+03	5.470e+03	43.30	70.28	15.00

500000.0	500000.0	1765891259.2636204	5.355e+04	2.134e+04	1.097e+04	2.533e+04	4.727e+02	7.582e+03	5.478e+03	43.31	70.48	14.93

500000.0	500000.0	1765891260.2744951	5.401e+04	2.138e+04	1.099e+04	2.542e+04	4.733e+02	7.595e+03	5.488e+03	43.30	70.32	15.00

500000.0	500000.0	1765891261.261264	5.443e+04	2.135e+04	1.100e+04	2.553e+04	4.758e+02	7.612e+03	5.498e+03	43.29	70.67	15.08

##########################################################_BOMBA_DESLIGADA_###########################################################
##########################################################_BOMBA_DESLIGADA_###########################################################
1	1	1765891263.2593362	6.068e+04	2.179e+04	1.098e+04	2.607e+04	4.813e+02	7.748e+03	5.540e+03	43.48	99.87	16.54

500000.0	1	1765891264.2614942	6.505e+04	2.183e+04	1.072e+04	2.738e+04	4.931e+02	8.085e+03	5.607e+03	43.45	99.87	17.59

500000.0	1	1765891265.2558453	6.799e+04	2.176e+04	1.045e+04	2.827e+04	5.024e+02	8.404e+03	5.653e+03	43.43	99.83	18.28

500000.0	1	1765891266.275866	7.021e+04	2.161e+04	1.012e+04	2.893e+04	5.123e+02	8.752e+03	5.697e+03	43.43	99.99	18.51

500000.0	1	1765891267.2554495	7.137e+04	2.150e+04	9.815e+03	2.943e+04	5.210e+02	9.082e+03	5.730e+03	43.40	99.87	19.08

