1	1	1759345744.922038	1.386e+05	1.512e+04	6.003e+03	1.034e+05	2.703e+03	6.643e+04	7.374e+03	52.83	100.22	16.45

500000.0	1	1759345745.9285834	1.388e+05	1.504e+04	6.003e+03	1.032e+05	2.713e+03	6.693e+04	7.381e+03	52.83	100.15	16.35

500000.0	1	1759345746.9267464	1.392e+05	1.495e+04	6.003e+03	1.032e+05	2.721e+03	6.754e+04	7.387e+03	52.83	100.15	16.36

#####################################################_CICLO_INICIADO_1_DE_15_#####################################################
############################################################_BOMBA_LIGADA_############################################################
1	500000.0	1759345752.923854	1.164e+05	1.461e+04	6.003e+03	1.001e+05	2.676e+03	6.110e+04	7.342e+03	52.77	69.73	14.11

500000.0	500000.0	1759345753.9190876	1.029e+05	1.532e+04	5.980e+03	9.589e+04	2.513e+03	4.913e+04	7.213e+03	52.76	69.73	13.05

500000.0	500000.0	1759345754.9253206	9.597e+04	1.642e+04	5.939e+03	9.303e+04	2.355e+03	4.005e+04	7.059e+03	52.78	69.69	12.61

500000.0	500000.0	1759345755.917576	9.305e+04	1.748e+04	5.091e+03	9.116e+04	2.240e+03	3.474e+04	6.924e+03	52.78	69.77	12.61

500000.0	500000.0	1759345756.9265318	9.185e+04	1.854e+04	3.134e+03	8.968e+04	2.149e+03	3.121e+04	6.799e+03	52.79	69.66	12.29

500000.0	500000.0	1759345757.9152915	9.139e+04	1.934e+04	3.134e+03	8.888e+04	2.085e+03	2.917e+04	6.702e+03	52.79	69.73	12.16

500000.0	500000.0	1759345758.9255426	9.119e+04	2.008e+04	3.134e+03	8.857e+04	2.034e+03	2.767e+04	6.617e+03	52.77	69.81	12.29

500000.0	500000.0	1759345759.9138465	9.126e+04	2.064e+04	3.134e+03	8.809e+04	1.997e+03	2.670e+04	6.553e+03	52.76	69.69	12.10

500000.0	500000.0	1759345760.9254112	9.139e+04	2.114e+04	3.134e+03	8.825e+04	1.966e+03	2.599e+04	6.497e+03	52.74	69.69	11.97

500000.0	500000.0	1759345761.911622	9.152e+04	2.156e+04	3.134e+03	8.809e+04	1.943e+03	2.544e+04	6.454e+03	52.75	69.77	11.98

500000.0	500000.0	1759345762.9272823	9.165e+04	2.193e+04	3.134e+03	8.825e+04	1.923e+03	2.503e+04	6.414e+03	52.72	69.85	11.84

500000.0	500000.0	1759345763.9096081	9.185e+04	2.222e+04	3.134e+03	8.825e+04	1.908e+03	2.475e+04	6.384e+03	52.70	69.73	11.93

500000.0	500000.0	1759345764.9278991	9.205e+04	2.251e+04	3.123e+03	8.841e+04	1.895e+03	2.450e+04	6.358e+03	52.70	69.73	11.94

